id,labels,properties
15011,[RouteNode],"{\""componentId\"":15011,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5221179,\""lon\"":11.3627223,\""x\"":\""11.3627223\"",\""y\"":\""44.5221179\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5221179,\""longitude\"":11.3627223,\""height\"":null},\""geometry\"":\""POINT(11.3627223 44.5221179)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974130\"",\""street_count\"":\""2\"",\""lat\"":44.5221179,\""longitude\"":11.3627223}"
15012,[RouteNode],"{\""componentId\"":15012,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5221011,\""lon\"":11.3627734,\""x\"":\""11.3627734\"",\""y\"":\""44.5221011\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5221011,\""longitude\"":11.3627734,\""height\"":null},\""geometry\"":\""POINT(11.3627734 44.5221011)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974131\"",\""street_count\"":\""2\"",\""lat\"":44.5221011,\""longitude\"":11.3627734}"
15013,[RouteNode],"{\""componentId\"":15013,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5220899,\""lon\"":11.3628202,\""x\"":\""11.3628202\"",\""y\"":\""44.5220899\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5220899,\""longitude\"":11.3628202,\""height\"":null},\""geometry\"":\""POINT(11.3628202 44.5220899)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974132\"",\""street_count\"":\""2\"",\""lat\"":44.5220899,\""longitude\"":11.3628202}"
15014,[RouteNode],"{\""componentId\"":15014,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5220813,\""lon\"":11.3628687,\""x\"":\""11.3628687\"",\""y\"":\""44.5220813\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5220813,\""longitude\"":11.3628687,\""height\"":null},\""geometry\"":\""POINT(11.3628687 44.5220813)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974133\"",\""street_count\"":\""2\"",\""lat\"":44.5220813,\""longitude\"":11.3628687}"
15015,[RouteNode],"{\""componentId\"":15015,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5220807,\""lon\"":11.3629554,\""x\"":\""11.3629554\"",\""y\"":\""44.5220807\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5220807,\""longitude\"":11.3629554,\""height\"":null},\""geometry\"":\""POINT(11.3629554 44.5220807)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974134\"",\""street_count\"":\""2\"",\""lat\"":44.5220807,\""longitude\"":11.3629554}"
15016,[RouteNode],"{\""componentId\"":15016,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.522127,\""lon\"":11.3631677,\""x\"":\""11.3631677\"",\""y\"":\""44.522127\"",\""geometry\"":\""POINT(11.3631677 44.522127)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.522127,\""longitude\"":11.3631677,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974142\"",\""street_count\"":\""2\"",\""lat\"":44.522127,\""longitude\"":11.3631677}"
15017,[RouteNode],"{\""componentId\"":15017,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5221724,\""lon\"":11.3632578,\""x\"":\""11.3632578\"",\""y\"":\""44.5221724\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5221724,\""longitude\"":11.3632578,\""height\"":null},\""geometry\"":\""POINT(11.3632578 44.5221724)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974143\"",\""street_count\"":\""2\"",\""lat\"":44.5221724,\""longitude\"":11.3632578}"
15018,[RouteNode],"{\""componentId\"":15018,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5222044,\""lon\"":11.3633051,\""x\"":\""11.3633051\"",\""y\"":\""44.5222044\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5222044,\""longitude\"":11.3633051,\""height\"":null},\""geometry\"":\""POINT(11.3633051 44.5222044)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974144\"",\""street_count\"":\""2\"",\""lat\"":44.5222044,\""longitude\"":11.3633051}"
15019,[RouteNode],"{\""componentId\"":15019,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.522226,\""lon\"":11.3633325,\""x\"":\""11.3633325\"",\""y\"":\""44.522226\"",\""geometry\"":\""POINT(11.3633325 44.522226)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.522226,\""longitude\"":11.3633325,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974145\"",\""street_count\"":\""2\"",\""lat\"":44.522226,\""longitude\"":11.3633325}"
15020,[RouteNode],"{\""componentId\"":15020,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5221163,\""lon\"":11.3631385,\""x\"":\""11.3631385\"",\""y\"":\""44.5221163\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5221163,\""longitude\"":11.3631385,\""height\"":null},\""geometry\"":\""POINT(11.3631385 44.5221163)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974146\"",\""street_count\"":\""2\"",\""lat\"":44.5221163,\""longitude\"":11.3631385}"
15021,[RouteNode],"{\""componentId\"":15021,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5220999,\""lon\"":11.3630801,\""x\"":\""11.3630801\"",\""y\"":\""44.5220999\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5220999,\""longitude\"":11.3630801,\""height\"":null},\""geometry\"":\""POINT(11.3630801 44.5220999)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974147\"",\""street_count\"":\""2\"",\""lat\"":44.5220999,\""longitude\"":11.3630801}"
15022,[RouteNode],"{\""componentId\"":15022,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5221377,\""lon\"":11.3631929,\""x\"":\""11.3631929\"",\""y\"":\""44.5221377\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5221377,\""longitude\"":11.3631929,\""height\"":null},\""geometry\"":\""POINT(11.3631929 44.5221377)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974148\"",\""street_count\"":\""2\"",\""lat\"":44.5221377,\""longitude\"":11.3631929}"
15023,[RouteNode],"{\""componentId\"":15023,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5221612,\""lon\"":11.3632383,\""x\"":\""11.3632383\"",\""y\"":\""44.5221612\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5221612,\""longitude\"":11.3632383,\""height\"":null},\""geometry\"":\""POINT(11.3632383 44.5221612)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974149\"",\""street_count\"":\""2\"",\""lat\"":44.5221612,\""longitude\"":11.3632383}"
15024,[RouteNode],"{\""componentId\"":15024,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214566,\""lon\"":11.3640461,\""x\"":\""11.3640461\"",\""y\"":\""44.5214566\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214566,\""longitude\"":11.3640461,\""height\"":null},\""geometry\"":\""POINT(11.3640461 44.5214566)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974150\"",\""street_count\"":\""2\"",\""lat\"":44.5214566,\""longitude\"":11.3640461}"
15025,[RouteNode],"{\""componentId\"":15025,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214307,\""lon\"":11.3641162,\""x\"":\""11.3641162\"",\""y\"":\""44.5214307\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214307,\""longitude\"":11.3641162,\""height\"":null},\""geometry\"":\""POINT(11.3641162 44.5214307)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974151\"",\""street_count\"":\""2\"",\""lat\"":44.5214307,\""longitude\"":11.3641162}"
15026,[RouteNode],"{\""componentId\"":15026,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214128,\""lon\"":11.3641762,\""x\"":\""11.3641762\"",\""y\"":\""44.5214128\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214128,\""longitude\"":11.3641762,\""height\"":null},\""geometry\"":\""POINT(11.3641762 44.5214128)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974152\"",\""street_count\"":\""2\"",\""lat\"":44.5214128,\""longitude\"":11.3641762}"
15027,[RouteNode],"{\""componentId\"":15027,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5213946,\""lon\"":11.3642895,\""x\"":\""11.3642895\"",\""y\"":\""44.5213946\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5213946,\""longitude\"":11.3642895,\""height\"":null},\""geometry\"":\""POINT(11.3642895 44.5213946)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974153\"",\""street_count\"":\""2\"",\""lat\"":44.5213946,\""longitude\"":11.3642895}"
15028,[RouteNode],"{\""componentId\"":15028,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5222385,\""lon\"":11.3646335,\""x\"":\""11.3646335\"",\""y\"":\""44.5222385\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5222385,\""longitude\"":11.3646335,\""height\"":null},\""geometry\"":\""POINT(11.3646335 44.5222385)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974154\"",\""street_count\"":\""2\"",\""lat\"":44.5222385,\""longitude\"":11.3646335}"
15029,[RouteNode],"{\""componentId\"":15029,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5221927,\""lon\"":11.3647064,\""x\"":\""11.3647064\"",\""y\"":\""44.5221927\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5221927,\""longitude\"":11.3647064,\""height\"":null},\""geometry\"":\""POINT(11.3647064 44.5221927)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974155\"",\""street_count\"":\""2\"",\""lat\"":44.5221927,\""longitude\"":11.3647064}"
15030,[RouteNode],"{\""componentId\"":15030,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5220825,\""lon\"":11.3648434,\""x\"":\""11.3648434\"",\""y\"":\""44.5220825\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5220825,\""longitude\"":11.3648434,\""height\"":null},\""geometry\"":\""POINT(11.3648434 44.5220825)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974156\"",\""street_count\"":\""2\"",\""lat\"":44.5220825,\""longitude\"":11.3648434}"
15031,[RouteNode],"{\""componentId\"":15031,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5220184,\""lon\"":11.3649004,\""x\"":\""11.3649004\"",\""y\"":\""44.5220184\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5220184,\""longitude\"":11.3649004,\""height\"":null},\""geometry\"":\""POINT(11.3649004 44.5220184)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974157\"",\""street_count\"":\""2\"",\""lat\"":44.5220184,\""longitude\"":11.3649004}"
15032,[RouteNode],"{\""componentId\"":15032,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5219834,\""lon\"":11.3649239,\""x\"":\""11.3649239\"",\""y\"":\""44.5219834\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5219834,\""longitude\"":11.3649239,\""height\"":null},\""geometry\"":\""POINT(11.3649239 44.5219834)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974158\"",\""street_count\"":\""2\"",\""lat\"":44.5219834,\""longitude\"":11.3649239}"
15033,[RouteNode],"{\""componentId\"":15033,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5219217,\""lon\"":11.3649576,\""x\"":\""11.3649576\"",\""y\"":\""44.5219217\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5219217,\""longitude\"":11.3649576,\""height\"":null},\""geometry\"":\""POINT(11.3649576 44.5219217)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974159\"",\""street_count\"":\""2\"",\""lat\"":44.5219217,\""longitude\"":11.3649576}"
15034,[RouteNode],"{\""componentId\"":15034,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.521856,\""lon\"":11.3649762,\""x\"":\""11.3649762\"",\""y\"":\""44.521856\"",\""geometry\"":\""POINT(11.3649762 44.521856)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.521856,\""longitude\"":11.3649762,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974160\"",\""street_count\"":\""2\"",\""lat\"":44.521856,\""longitude\"":11.3649762}"
15035,[RouteNode],"{\""componentId\"":15035,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5218249,\""lon\"":11.3649778,\""x\"":\""11.3649778\"",\""y\"":\""44.5218249\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5218249,\""longitude\"":11.3649778,\""height\"":null},\""geometry\"":\""POINT(11.3649778 44.5218249)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974161\"",\""street_count\"":\""2\"",\""lat\"":44.5218249,\""longitude\"":11.3649778}"
15036,[RouteNode],"{\""componentId\"":15036,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5217206,\""lon\"":11.3649555,\""x\"":\""11.3649555\"",\""y\"":\""44.5217206\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5217206,\""longitude\"":11.3649555,\""height\"":null},\""geometry\"":\""POINT(11.3649555 44.5217206)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974162\"",\""street_count\"":\""2\"",\""lat\"":44.5217206,\""longitude\"":11.3649555}"
15037,[RouteNode],"{\""componentId\"":15037,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5216857,\""lon\"":11.3649405,\""x\"":\""11.3649405\"",\""y\"":\""44.5216857\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5216857,\""longitude\"":11.3649405,\""height\"":null},\""geometry\"":\""POINT(11.3649405 44.5216857)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974163\"",\""street_count\"":\""2\"",\""lat\"":44.5216857,\""longitude\"":11.3649405}"
15038,[RouteNode],"{\""componentId\"":15038,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.52163,\""lon\"":11.3649048,\""x\"":\""11.3649048\"",\""y\"":\""44.52163\"",\""geometry\"":\""POINT(11.3649048 44.52163)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.52163,\""longitude\"":11.3649048,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974164\"",\""street_count\"":\""2\"",\""lat\"":44.52163,\""longitude\"":11.3649048}"
15039,[RouteNode],"{\""componentId\"":15039,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5215672,\""lon\"":11.364847,\""x\"":\""11.364847\"",\""y\"":\""44.5215672\"",\""geometry\"":\""POINT(11.364847 44.5215672)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5215672,\""longitude\"":11.364847,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974165\"",\""street_count\"":\""2\"",\""lat\"":44.5215672,\""longitude\"":11.364847}"
15040,[RouteNode],"{\""componentId\"":15040,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5215397,\""lon\"":11.3648138,\""x\"":\""11.3648138\"",\""y\"":\""44.5215397\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5215397,\""longitude\"":11.3648138,\""height\"":null},\""geometry\"":\""POINT(11.3648138 44.5215397)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974166\"",\""street_count\"":\""2\"",\""lat\"":44.5215397,\""longitude\"":11.3648138}"
15041,[RouteNode],"{\""componentId\"":15041,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214922,\""lon\"":11.3647463,\""x\"":\""11.3647463\"",\""y\"":\""44.5214922\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214922,\""longitude\"":11.3647463,\""height\"":null},\""geometry\"":\""POINT(11.3647463 44.5214922)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974167\"",\""street_count\"":\""2\"",\""lat\"":44.5214922,\""longitude\"":11.3647463}"
15042,[RouteNode],"{\""componentId\"":15042,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214558,\""lon\"":11.3646613,\""x\"":\""11.3646613\"",\""y\"":\""44.5214558\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214558,\""longitude\"":11.3646613,\""height\"":null},\""geometry\"":\""POINT(11.3646613 44.5214558)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974168\"",\""street_count\"":\""2\"",\""lat\"":44.5214558,\""longitude\"":11.3646613}"
15043,[RouteNode],"{\""componentId\"":15043,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214248,\""lon\"":11.3645527,\""x\"":\""11.3645527\"",\""y\"":\""44.5214248\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214248,\""longitude\"":11.3645527,\""height\"":null},\""geometry\"":\""POINT(11.3645527 44.5214248)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974169\"",\""street_count\"":\""2\"",\""lat\"":44.5214248,\""longitude\"":11.3645527}"
15044,[RouteNode],"{\""componentId\"":15044,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214124,\""lon\"":11.3644976,\""x\"":\""11.3644976\"",\""y\"":\""44.5214124\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214124,\""longitude\"":11.3644976,\""height\"":null},\""geometry\"":\""POINT(11.3644976 44.5214124)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974170\"",\""street_count\"":\""2\"",\""lat\"":44.5214124,\""longitude\"":11.3644976}"
15045,[RouteNode],"{\""componentId\"":15045,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214149,\""lon\"":11.3646463,\""x\"":\""11.3646463\"",\""y\"":\""44.5214149\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214149,\""longitude\"":11.3646463,\""height\"":null},\""geometry\"":\""POINT(11.3646463 44.5214149)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974171\"",\""street_count\"":\""2\"",\""lat\"":44.5214149,\""longitude\"":11.3646463}"
15046,[RouteNode],"{\""componentId\"":15046,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214395,\""lon\"":11.3647602,\""x\"":\""11.3647602\"",\""y\"":\""44.5214395\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214395,\""longitude\"":11.3647602,\""height\"":null},\""geometry\"":\""POINT(11.3647602 44.5214395)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974172\"",\""street_count\"":\""2\"",\""lat\"":44.5214395,\""longitude\"":11.3647602}"
15047,[RouteNode],"{\""componentId\"":15047,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5215226,\""lon\"":11.365136,\""x\"":\""11.365136\"",\""y\"":\""44.5215226\"",\""geometry\"":\""POINT(11.365136 44.5215226)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5215226,\""longitude\"":11.365136,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974173\"",\""street_count\"":\""2\"",\""lat\"":44.5215226,\""longitude\"":11.365136}"
15048,[RouteNode],"{\""componentId\"":15048,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5213966,\""lon\"":11.3645563,\""x\"":\""11.3645563\"",\""y\"":\""44.5213966\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5213966,\""longitude\"":11.3645563,\""height\"":null},\""geometry\"":\""POINT(11.3645563 44.5213966)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974174\"",\""street_count\"":\""2\"",\""lat\"":44.5213966,\""longitude\"":11.3645563}"
15049,[RouteNode],"{\""componentId\"":15049,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5213874,\""lon\"":11.3644939,\""x\"":\""11.3644939\"",\""y\"":\""44.5213874\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5213874,\""longitude\"":11.3644939,\""height\"":null},\""geometry\"":\""POINT(11.3644939 44.5213874)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974175\"",\""street_count\"":\""2\"",\""lat\"":44.5213874,\""longitude\"":11.3644939}"
15050,[RouteNode],"{\""componentId\"":15050,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5214018,\""lon\"":11.3644533,\""x\"":\""11.3644533\"",\""y\"":\""44.5214018\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5214018,\""longitude\"":11.3644533,\""height\"":null},\""geometry\"":\""POINT(11.3644533 44.5214018)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974176\"",\""street_count\"":\""2\"",\""lat\"":44.5214018,\""longitude\"":11.3644533}"
15051,[RouteNode],"{\""componentId\"":15051,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5213868,\""lon\"":11.3644552,\""x\"":\""11.3644552\"",\""y\"":\""44.5213868\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5213868,\""longitude\"":11.3644552,\""height\"":null},\""geometry\"":\""POINT(11.3644552 44.5213868)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974177\"",\""street_count\"":\""2\"",\""lat\"":44.5213868,\""longitude\"":11.3644552}"
15052,[RouteNode],"{\""componentId\"":15052,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.521584,\""lon\"":11.3654806,\""x\"":\""11.3654806\"",\""y\"":\""44.521584\"",\""geometry\"":\""POINT(11.3654806 44.521584)\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.521584,\""longitude\"":11.3654806,\""height\"":null},\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974178\"",\""street_count\"":\""2\"",\""lat\"":44.521584,\""longitude\"":11.3654806}"
15053,[RouteNode],"{\""componentId\"":15053,\""cyclist_allowed_grafmove\"":\""no\"",\""latitude\"":44.5215902,\""lon\"":11.3655797,\""x\"":\""11.3655797\"",\""y\"":\""44.5215902\"",\""location\"":{\""crs\"":\""wgs-84\"",\""latitude\"":44.5215902,\""longitude\"":11.3655797,\""height\"":null},\""geometry\"":\""POINT(11.3655797 44.5215902)\"",\""pedestrian_allowed_grafmove\"":\""no\"",\""id\"":\""11275974179\"",\""street_count\"":\""2\"",\""lat\"":44.5215902,\""longitude\"":11.3655797}"
